has_exif,has_ai_metadata,file_size_ratio,laplacian_variance,color_std_dev,brightness_mean,brightness_std_dev,contrast,unique_colors_ratio,noise_estimate,label
0.0,0.0,0.16570540646829168,69.94586656485644,58.13227420726266,107.31913729069021,86.58693519513551,254.05852785806633,0.8210331644334894,4.810709155167853,1
1.0,0.0,0.11988939698191096,321.3358243172761,58.764964500195376,131.10635669825223,54.521385337652305,241.23662649952263,0.25290850469120507,12.151963431253257,0
0.0,0.0,0.3146446238624916,120.24427746592643,81.04657182475775,117.90333719613741,70.38827202952774,248.8826374738153,0.38841535290331686,5.860180909398598,1
0.0,0.0,0.21565582203861922,78.14707400419613,33.866179863822,96.66553184050184,75.58381007871135,254.12051448427852,0.5272229020876366,6.235866821596538,1
0.0,1.0,0.2414158284796617,34.48478909984963,89.22168186064778,157.5581472075852,57.125079618325714,248.16398032894125,0.6612634305203302,3.864249692690275,1
1.0,0.0,0.13001819071926987,161.6671706108326,44.35815838711181,136.60166949223282,60.551742497613525,235.01130930225187,0.18439640339736338,8.687885547668149,0
0.0,0.0,0.14918681878619358,48.84368537468083,79.85249358438934,104.57495545539746,89.49183557446246,248.0725337954382,0.6426257491084393,4.057415715291537,1
0.0,0.0,0.3235323338888001,86.61624281041601,48.392647747963224,140.21068813711918,55.428232200226915,241.37114437593712,0.6041321294008278,1.4973897487856078,1
1.0,0.0,0.10507660091044813,355.4959278002681,55.61370964873134,72.06383596515488,76.23168469489711,254.67686708499826,0.04776717303784189,13.995227621653903,0
1.0,0.0,0.09401912833554943,143.45557823370422,34.48690088360655,103.47054589385252,58.34991751948423,227.96354940202744,0.09752627571651595,10.885606350507878,0
0.0,0.0,0.21374012727815894,21.46694407884125,82.09333304038203,137.95814665353646,80.28509527214678,250.2652965646631,0.5940353993877914,4.303332991979276,1
0.0,1.0,0.220654047054825,97.4607970125418,78.08473070042676,77.90327113540243,75.92012773472682,246.67153267553226,0.3485098767493392,6.854442880409239,1
0.0,0.0,0.1423303261221428,132.04809727510425,49.70457020436715,92.41967185525016,81.82431684984067,250.7149531740461,0.4962021471178045,1.883200667090919,1
0.0,0.0,0.16598909670712683,131.84129977035948,38.82358323066303,47.20823788394375,51.13072816797158,254.3630574491965,0.24955955564633334,12.227812168133442,0
1.0,0.0,0.10909005582888463,183.43458084083386,45.45222708999982,72.4923483063726,62.481054904495565,246.57868936381507,0.23767087367105466,16.737871530272425,0
0.0,1.0,0.373921612119615,49.365126273190995,70.06936292348178,160.51294180996575,63.576320518316265,246.94411423990337,0.6104107455439045,6.0754793284145325,1
1.0,0.0,0.09482053413921145,200.3399922279999,50.15628088443957,109.71363415327308,60.235466939366376,253.15071279579175,0.16378487328961666,11.368437827993407,0
0.0,0.0,0.26011036636371293,90.01579899705604,78.08295500109466,128.3194723156387,109.22057618381575,252.60344748211335,0.6118360566259665,4.448153640234295,1
0.0,0.0,0.37923005515755537,49.74335947771375,64.02967092451222,163.7973973291901,48.62063003394979,254.68028083968008,0.4661499383616048,3.9865427348262763,1
0.0,0.0,0.04757699818029362,76.51312870634125,79.40457194422206,119.30100072152486,88.44778675222764,250.10546373925294,0.45937846679527894,2.473064395952348,1
0.0,0.0,0.16154362652112514,60.880767589136155,44.14667112269806,240.0,62.28917802368887,252.0453246916703,0.7026812663577265,6.086941070758189,1
0.0,1.0,0.2232944408195192,67.2729099980587,63.0490955966957,99.37824918230665,24.55444165024099,250.27501468016686,0.4374813898268839,4.821253411697625,1
1.0,0.0,0.19776526042852555,262.23397903683934,44.389960281446164,127.968509795176,22.023460256237797,247.3711913453329,0.16121966976988045,9.904558794171171,0
1.0,0.0,0.08264368552351517,153.90700934373433,50.055892418358745,92.9798585246256,63.59441277358497,241.75245261258274,0.2694332260051241,14.313204731792078,0
0.0,0.0,0.13593362214408933,179.59495804198897,45.5166097685108,102.88078709399662,70.35110514504919,250.60847060706416,0.11394612395197654,12.045631152140283,0
0.0,0.0,0.29373868545611037,98.76892800938003,70.08030976882534,136.24481259115478,101.67771491001146,253.51329999249654,0.545874034734994,5.697850009665885,1
1.0,0.0,0.16493764541828432,163.29131006107522,35.14196191332174,154.38082725040243,57.474226162907215,255.0,0.20813983090499563,8.256919013789567,0
0.0,0.0,0.16457576627366455,90.27013503468865,62.6095665178114,136.19028336798513,103.24053757086499,251.65959223853943,0.6019871018101912,4.141090279272223,1
1.0,0.0,0.18611906789138857,169.70695896205532,41.97819413017378,84.16431180701895,89.39755882117012,250.39826402488058,0.1887253288332682,11.19561824002448,0
1.0,0.0,0.096880323592656,145.5183481328806,36.88999136371155,139.11974049069218,71.40759179376214,225.32538075266254,0.24726558856179326,12.630487135585717,0
0.0,0.0,0.10233356958706438,190.77373211720752,37.09100618332447,112.38971767372857,63.30875306606041,214.47501212568875,0.16343727155935217,14.844441951671655,0
1.0,0.0,0.10984105246598275,200.16877532985805,46.23078201656181,130.804925518373,75.73296212813042,255.0,0.19922641796366303,17.370742159467397,0
1.0,0.0,0.23649426214479916,93.89865590354319,72.81919857520722,152.35317573596498,55.14843986542354,248.0345489964927,0.5359446514497569,6.780137611486651,1
1.0,0.0,0.23195584027220337,236.5382059533262,46.89479821221081,84.61621006476659,91.02339062258736,254.5405395361208,0.26431910684977666,13.97072914159001,0
0.0,0.0,0.35482469968956865,79.06823201387294,53.909428888114455,113.71978499719367,100.42130652014066,243.26373041209325,0.8324220426395204,5.194952265351346,1
1.0,0.0,0.1161142315123947,153.5244569903795,36.97175556049157,144.59775757905703,62.425477900571295,239.942937994938,0.2039003709239429,11.707069987564061,0
0.0,0.0,0.31034330638508595,98.0635496117745,57.9310438894622,158.9128055176083,81.12778964146828,254.81172584633285,0.5475713504329974,5.837760869392219,1
1.0,0.0,0.17999643649981023,242.4551055371572,53.34751326324882,107.94614919175099,33.79656462981667,241.66694062944768,0.17631772711744045,11.687696011691086,0
0.0,0.0,0.18982748755275336,41.116500072503165,51.72126970813666,112.22690604210658,113.84491189512599,244.33925429641997,0.48621913071400646,4.051396372154918,1
0.0,0.0,0.25560417304905453,81.30544005930398,69.82517812064751,135.05666609749295,75.40834334425836,242.16005867219866,0.48687588637593,4.69667898701272,1
0.0,0.0,0.20411185816824792,93.29006391342125,59.17635419717692,136.75796947079883,52.05680977976577,252.5807201979319,0.5377564010252603,3.7028828982923625,1
1.0,0.0,0.11322350287051167,174.7910084496164,47.314459225255725,86.36268779716825,39.9620639374708,254.50767183658425,0.20914972248226305,10.123199163767968,0
0.0,0.0,0.2645471286295371,212.32523892160023,49.55904195170703,134.394811061005,28.880399436804474,253.072865791319,0.1971364794588949,14.194565078097815,0
0.0,0.0,0.2252632738360109,56.900118014076284,69.74537482304217,160.58356417316756,72.86057060283039,254.88215688599036,0.5606182919440217,5.4440409501433376,1
1.0,0.0,0.12586282389089837,168.7827305143388,52.82130001531459,87.235752197138,66.28139940191245,239.10518532011713,0.2152832784321298,13.53316386165286,0
1.0,0.0,0.17144082501652863,254.82346169054418,45.712537499108926,114.3521599474108,77.51264734479669,255.0,0.23312680166993066,11.33519981451112,0
1.0,0.0,0.23123392292347802,89.72169714504655,55.81984809249942,134.6776360522898,54.32130385180269,242.81700507063783,0.16812562825874944,16.38072977280508,0
1.0,0.0,0.1978351158397292,150.94172344301592,53.76455645502936,149.19304683045215,68.99366311868033,255.0,0.19804279865158292,4.6421460863206665,0
